id,url,title,summary,nature,purpose,invoke,entry,compat,output,requires,weight,license,status,saved_at,archive_path,metadata_path,notes,style,content_scope,access_cost,confidence,highlights,status_note,verified_at,granularity,catalog_status,related_item_id,resource_role,design_subjects,design_units,platforms,access_paths,provider_tier,aesthetic,techniques
101,https://ui-skills.com,UI Skills — curated design-engineering agent skills (CLI + MCP),设计工程Agent Skill目录：约300条精选+CLI+免费官方MCP；给编码Agent路由/拉取UI技能时用,目录,前端设计,本地工具,npx ui-skills start|categories|list|get; https://www.ui-skills.com/mcp; https://www.ui-skills.com/skills/registry.json,通用;mcp;agent-skills;cursor;claude;codex,skill;设计指导,node;可选browser,L,MIT,archived,2026-09-20T00:59:44Z,,,,,Agent Skill目录,free,high,约306条registry; 官方MCP list_skills/get_skill; CLI npx ui-skills; 7个一阶SKILL; Playbook约47课; 公开读免登录,,2026-09-19,technique,active,,discovery-tool,agent-guidance; components,technique,web,browser; local-archive; cli; provider-mcp,free,,
102,https://getlayers.ai,GetLayers AI — immersive web layer prompts + MCP (Textura),沉浸式图层 Prompt 库：模板/3D/渐变可复制给 Agent，含官方 MCP；做氛围落地页时用,灵感库,前端设计,本地工具,https://mcp.getlayers.ai/mcp; https://storage.getlayers.ai/skill/getlayers/SKILL.md; https://www.getlayers.ai/mcp; https://www.getlayers.ai/llms.txt; https://getlayers.ai,通用;browser;mcp;cursor;claude;codex;agent,灵感清单;动效;html,browser;login;可选付费,S,proprietary,metadata-only,2026-09-20T07:25:00Z,,,,动效密集; 3D着色器; 液态玻璃,沉浸式图层; Hero区; 3D场景; 渐变,free-tier,medium,官方远程MCP mcp.getlayers.ai; Prompt可复制+Full Stack源码; 约114个3D场景+上千渐变; Free试用层+付费商业许可,,2026-09-20,section,active,,reference,landing-page; motion; shader; hero; site-inspiration,section,web,browser; provider-mcp,paid,液态玻璃,动效密集; 3D着色器
103,https://cta.gallery,CTA.gallery — curated call-to-action design inspiration,CTA 转化灵感画廊：按钮/表单/弹窗/定价分类筛选，免费浏览；设计行动号召与转化入口时用,灵感库,前端设计,规范文档,https://cta.gallery; https://www.cta.gallery,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-20T07:25:00Z,,,,,CTA区,free,medium,按CTA类型与行业/明暗筛选; 对标footer.design专项画廊; 免费浏览赞助变现,,2026-09-20,section,active,,reference,cta,section,web,browser,none,,
104,https://recent.design,Recent — curated design / websites / digital-product inspiration (ex-Godly),Godly 后继综合设计灵感库：网站/OG图/App截图与图标/工具/Skills 策展，质量优先；追前沿整站与数字产品灵感时用,灵感库,前端设计,规范文档,https://recent.design; https://recent.design/websites; https://recent.design/info,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-20T07:25:48Z,,,,,整站灵感,free,medium,Godly后继更广feed; Websites/OG/App截图/图标/Tools/Skills分区; 质量优先策展; 免费浏览,,2026-09-20,site,active,,reference,site-inspiration,site; section; asset,web,browser,none,,
105,https://post.design,Post.Design — critical design editorial & events platform,非营利批判设计平台：设计伦理/图像政治文选与跨国 Tangle 活动；要批判性设计写作与实践讨论时用（非 UI 截图画廊）,目录,品牌设计,规范文档,https://post.design; https://post.design/editorial; https://post.design/about,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-20T07:25:48Z,,,,编辑风,设计评论与活动,free,medium,Design After Design文选; 跨国Tangle活动; 设计伦理与图像政治; 非UI截图画廊; 勿与posts.design混淆,,2026-09-20,site,adjacent,,reference,editorial; typography,site,web; documents,browser,none,编辑风,
106,https://navbar.gallery,Navbar Gallery — curated website navigation / navbar inspiration,导航栏专属灵感画廊：450+ 真实站点 navbar，按 Static/Mega/Sidebar 等类型与风格筛选；做顶栏/导航结构时用,灵感库,前端设计,规范文档,https://navbar.gallery; https://www.navbar.gallery/; https://www.navbar.gallery/llms.txt; https://www.navbar.gallery/browse,通用;browser,灵感清单;ui截图参考,browser,S,proprietary,metadata-only,2026-09-20T07:25:48Z,,,,,导航栏,free,medium,450+真实站点导航; 类型/风格/行业/Framer·Webflow筛选; 官方llms.txt; 与footer.design同谱系,,2026-09-20,section,active,,reference,navigation,section,web,browser,none,,
107,https://wishmelz.github.io/AquaInkGL/,AquaInkGL — WebGL ink-wash fluid background effect,WebGL 水墨流体背景特效：墨迹扩散+bloom 可 dat.GUI 调参，无构建静态部署；要国风/流体氛围背景时用,库,前端设计,库代码,https://wishmelz.github.io/AquaInkGL/; https://github.com/WishMelz/AquaInkGL,通用;browser,动效;WebGL,browser,S,unknown,archived,2026-09-20T14:59:21Z,,,,3D着色器,水墨背景特效,free,high,流体水墨扩散; dat.GUI可调密度/bloom; 无构建静态部署; 基于WebGL-Fluid-Simulation,,2026-09-20,effect,active,,implementation,visual-effects; motion; shader,effect,web,browser; local-archive; package,none,,3D着色器
108,https://ui.shadcn.com,shadcn/ui — open-code accessible React components + registry,开源 Open Code React 组件与代码分发平台：CLI/registry/MCP 把无障碍组件复制进项目自建组件库；要可定制设计系统底座时用,库,前端设计,库代码,npx shadcn@latest add <name>; npx shadcn@latest mcp; https://ui.shadcn.com/r/styles/new-york-v4/registry.json; https://ui.shadcn.com/llms.txt; https://ui.shadcn.com/docs,通用;react;mcp;cursor;claude;codex;agent-skills,组件,node;可选browser,L,MIT,archived,2026-09-20T15:08:15Z,,,,,组件·区块·注册表,free,high,Open Code复制进项目; 官方CLI+MCP; registry JSON; Agent Skill; MIT全免费,,2026-09-20,component,active,,implementation,components; design-system,component,web,browser; local-archive; package,none,,
109,https://reelfolio.io,Reelfolio — portfolio showreel SaaS from screenshots/mockups,截图/样机一键生成作品集 Showreel：262+ 动效模板云端导出 MP4（含 Render API）；要作品集/社交展示视频时用,工具,前端设计,本地工具,https://reelfolio.io/docs/llms.txt; https://reelfolio.io/docs; https://reelfolio.io/llms.txt; https://reelfolio.io/dashboard; https://reelfolio.io,通用;browser;agent,动效;视频,browser;login;api-key;paywall,S,proprietary,metadata-only,2026-09-22T16:01:14Z,,,,动效密集,作品集Showreel视频,paid,medium,262+动效模板; 官方Render API+llms.txt; 1080p/4K云端导出; 免注册小工具/tools,,2026-09-22,asset,adjacent,,creation-tool,portfolio; brand-assets,asset,web; brand,browser; provider-api,unknown,,动效密集
110,https://saasframe.io,"SaaSFrame — SaaS UX/UI screens, flows & Figma library",SaaS 产品与官网 UI 灵感库：5000+ 真实屏（Dashboard/Pricing/Account 等）+ 多屏 flow + Figma；做 SaaS 后台与营销流程时用,灵感库,前端设计,规范文档,https://saasframe.io; https://www.saasframe.io/product/flows; https://www.saasframe.io/pricing; https://www.saasframe.io,通用;browser,灵感清单;ui截图参考,browser;login;paywall,S,proprietary,metadata-only,2026-09-22T16:10:00Z,,,,,SaaS流程; Dashboard; Pricing; Account; 产品多屏,paid,medium,5000+SaaS屏; 多屏product flows; Figma下载; Dashboard/Onboarding/Account Setup,,2026-09-22,flow,active,,reference,dashboard; ux-flow; components; cta; commerce,flow; section,web; mobile,browser,none,,
111,https://ui.aceternity.com,Aceternity UI — motion-heavy React/Tailwind copy-paste components,动效密集 React 组件库：Bento/背景/3D/文字特效等 112+ 免费可复制，Pro 块与模板付费；做落地页动效层时用,库,前端设计,库代码,npx shadcn@latest add @aceternity/<name>; https://ui.aceternity.com/registry/{name}.json; https://ui.aceternity.com/api/components; https://ui.aceternity.com/llms.txt; npx shadcn@latest mcp; https://ui.aceternity.com,通用;react;mcp;cursor;claude;codex;agent,组件;动效,node;可选browser,L,proprietary,metadata-only,2026-09-22T16:10:00Z,,,,动效密集; 3D着色器,动效组件; Bento; 背景; 3D,free-tier,medium,112+免费动效组件; shadcn @aceternity 注册表; 公开 JSON API+llms; All-Access $169/$199,,2026-09-22,component,active,,implementation,components; motion; shader; visual-effects,component; effect,web,browser; package,none,,动效密集; 3D着色器
112,https://rewampui.com,Rewamp UI — copy-paste Framer Motion React component showcase + CLI,开源 copy-paste 动效 React 组件台：约71 个展示组件 + npx rewampui CLI，含 WebGL/导航/背景；要可带走源码的动效件时用,库,前端设计,库代码,npx rewampui add <slug>; https://rewampui.com; https://github.com/palakonweb/Rewamp-UI,通用;react;browser,组件;动效,node;可选browser,M,unknown,archived,2026-09-22T16:10:00Z,,,,动效密集; 3D着色器,动效组件; 导航; 背景; WebGL,free,high,约71展示组件; npx rewampui add; three.js WebGL; 本地shallow归档; Agent.md品牌规则,,2026-09-22,component,active,,implementation,components; motion; visual-effects; navigation,component,web,browser; local-archive; package,none,,动效密集; 3D着色器
113,https://builtbydesigners.com/,Built by Designers — curated designer-shipped apps/tools/sites,设计师亲造产品精选目录：约80+应用工具与实验站；找设计师自研上线案例时用,目录,前端设计,规范文档,https://builtbydesigners.com/; https://builtbydesigners.com/sitemap.xml; https://builtbydesigners.com/projects/zoah/,通用;browser,灵感清单,browser,S,proprietary,metadata-only,2026-09-22T16:17:09Z,,,,,设计师亲造产品案例,free,medium,sitemap约81项目; 七类目策展; 设计师亲造上线; 免费浏览无登录; 无公开读API,,2026-09-22,site,active,,reference,site-inspiration,site,web,browser,none,,
114,https://www.oxygenui.xyz,Oxygen UI — open-source Solana React/shadcn component registry,Solana 向开源 React 组件注册表（约72项）：钱包/代币/交易/兑换与图表原语，shadcn 安装；要做 Solana dApp 界面时用（README 致谢 RareUI 基础）,库,前端设计,库代码,npx shadcn@latest add https://www.oxygenui.xyz/r/<name>.json; https://www.oxygenui.xyz/r/registry.json; https://www.oxygenui.xyz/llms.txt,通用;react,组件;动效,node,L,unknown,archived,2026-09-22T16:23:57Z,,,,动效密集; 暗色友好; 商务克制,组件,free,high,72项Solana原语; shadcn注册表; README致谢RareUI; llms.txt,,2026-09-22,component,active,,implementation,components; dashboard; motion,component,web,browser; local-archive; package,none,暗色友好; 商务克制,动效密集
115,https://ariseui.vercel.app,Arise UI — animated React components (shadcn registry),动效 React/shadcn 组件注册表（22项）：侧栏/OTP/抽屉等 Motion 组件；要花哨交互动效时用（多文件与 RareUI 同源证据，见 metadata）,库,前端设计,库代码,npx shadcn@latest add amitgajare2/ariseui/<name>; https://ariseui.vercel.app/r/registry.json; https://ariseui.vercel.app/llms.txt,通用;react,组件;动效,node,M,MIT,archived,2026-09-22T16:23:57Z,,,,动效密集; 玻璃拟态; 微交互,组件,free,high,22项动效; 与RareUI多文件同源; MIT; shadcn安装,,2026-09-22,component,active,,implementation,components; motion; visual-effects,component,web,browser; local-archive; package,none,玻璃拟态,动效密集; 微交互
116,https://toggles.dev,Toggles.dev — animated theme toggles for React/Svelte/Vue,跨框架主题切换动效开关（14款）：React/Svelte/Vue npm 包 + shadcn 注册表；要精致亮暗切换控件时用,库,前端设计,库代码,npm i @theme-toggles/react; npx shadcn@latest add https://toggles.dev/r/<name>.json; https://toggles.dev/r/registry.json,通用;react;svelte;vue,组件;动效,node,M,MIT,archived,2026-09-22T16:23:57Z,,,,动效密集; 微交互; 暗色友好,组件,free,high,14款主题开关; React/Vue/Svelte; shadcn注册表; MIT,,2026-09-22,component,active,,implementation,components; motion; microinteraction,component,web,browser; local-archive; package,none,暗色友好,动效密集; 微交互
117,https://shoogle.dev,Shoogle — shadcn registry search engine + MCP,跨社区 shadcn 注册表搜索引擎与目录（约382库）+ MCP/@shoogle CLI；要在多注册表里找可安装组件时用,工具,前端设计,本地工具,https://shoogle.dev/; https://shoogle.dev/r/registry.json?q=<query>; npx shadcn@latest search @shoogle; https://shoogle.dev/mcp; https://shoogle.dev/directory,通用;mcp;cursor;claude;react,组件目录,browser;node,M,proprietary,metadata-only,2026-09-22T16:23:57Z,,,,,组件目录,free,medium,跨注册表搜索; ~382目录; MCP+CLI; 免费查询JSON,,2026-09-22,component,active,,discovery-tool,components,component,web,browser; cli; provider-mcp; provider-api,free,,
118,https://wedoflow.com,"Wedoflow — premium Webflow template marketplace (216 templates / 1,300+ pages claim)","付费 Webflow 整站模板市集：营销称 1,300+ 页面、All-Access 称 216 套（sitemap /t/ 225），含 6 个免费 Cloneable；找可购 Webflow 整站模板时用",灵感库,前端设计,规范文档,https://www.wedoflow.com/; https://www.wedoflow.com/templates; https://www.wedoflow.com/cloneable; https://app.wedoflow.com/pricing; https://webflow.com/templates/designers/azwedo,通用;browser;webflow,灵感清单;webflow模板,browser;paywall,S,proprietary,metadata-only,2026-09-22T16:29:00Z,,,,商务克制,Webflow整站模板; Cloneable,paid,medium,"营销1,300+页面; All-Access约216套; sitemap225模板; 6免费Cloneable; $69/月或$669买断",,2026-09-22,site,active,,reference,website-templates; landing-page; hero; site-inspiration,site,web,browser,none,商务克制,
119,https://closeit.fast,closeit.fast — electronic signature (PDF envelopes + audit trail),电子签名工具：上传 PDF 放签署字段并发送一次性链接，完成后证书+SHA-256 封存与审计轨迹；免费档每月 1 信封，要快速收签时用,工具,软件工程,本地工具,https://closeit.fast/; https://closeit.fast/pricing; https://closeit.fast/security; https://closeit.fast/llms.txt; https://closeit.fast/feed.xml,通用;browser;agent,签署文档;审计轨迹,browser;login,S,proprietary,metadata-only,2026-09-22T16:29:00Z,,,,,电子签名; PDF信封,free-tier,medium,免费每月1信封; $12/月无限信封; SHA-256封存+审计轨迹; 公开llms.txt; 收件人无需账号,,2026-09-22,workflow,adjacent,,adjacent-tool,e-signature,workflow,general,browser,none,,
120,https://uiverse.io,Uiverse — open-source CSS/Tailwind UI elements (galaxy archive),开源 CSS/Tailwind UI 元件库（3800+）：可复制或 clone galaxy；要微交互元件时用,库,前端设计,库代码,https://uiverse.io/; https://github.com/uiverse-io/galaxy,通用;browser;html;css;tailwind;react,组件;css;html,browser,M,MIT,archived,2026-09-22T23:36:58Z,,,,动效密集; 微交互,UI元件; HTML/CSS/Tailwind,free,high,buttons;loaders;cards;toggles,,2026-09-23,component,active,,implementation,components; motion,component,web,browser; local-archive; package,none,,动效密集; 微交互
121,https://useanimations.com,useAnimations — Lottie micro-animated icons (+ react-useanimations),Lottie 微动效图标库（79）：React 包可装，站点资源需署名；要图标微动效时用,库,前端设计,库代码,npm i react-useanimations; https://useanimations.com/; https://github.com/useAnimations/react-useanimations,通用;react;browser,动效;图标;lottie,node,M,conflicting-CC-BY-vendor-terms,archived,2026-09-22T23:36:58Z,,,,微交互; 动效密集,Lottie微动效图标,free,high,lottie;react-tree-shakeable,,2026-09-23,effect,active,,implementation,icons; components; motion; microinteraction; asset-marketplace,effect,web,browser; local-archive; package,none,,微交互; 动效密集
122,https://iconoir.com,Iconoir — open-source SVG icon library (MIT),开源 SVG 图标库（1383 regular）：MIT，多端组件；要免费线框/实心图标时用,库,前端设计,库代码,npm i iconoir; npm i iconoir-react; https://iconoir.com/; https://github.com/iconoir-icons/iconoir,通用;react;react-native;flutter;vue;figma;browser,图标;svg,node,M,MIT,archived,2026-09-22T23:36:58Z,,,,极简克制,SVG图标,free,high,regular+solid;multi-platform,,2026-09-23,asset,active,,implementation,icons; asset-marketplace,asset,web,browser; local-archive; package,none,极简克制,
123,https://craftwork.design,Craftwork — design resources marketplace + Pro MCP,设计资源市集（UI kit/插画/样机）免费档+Pro MCP；找可下载设计素材时用,工具,前端设计,本地工具,https://craftwork.design/; https://craftwork.design/mcp; https://craftwork.design/catalog/freebies; npx -y @craftwork-design/wizard@latest; craftwork-wizard mcp add,通用;browser;mcp;cursor;claude;codex;vscode,设计素材;ui kits,browser;login,S,proprietary,metadata-only,2026-09-22T23:36:58Z,,,,,UI kits; 插画; 样机; 字体; Freebies,free-tier,medium,MCP;Pro-unlimited-downloads,,2026-09-23,asset,active,,discovery-tool,asset-marketplace; brand-assets; icons,asset,web; brand,browser; provider-mcp,paid,,
124,https://designvault.io,Design Vault (now ScreensDesign) — product UI inspiration (redirect),Design Vault 已 301 并入 ScreensDesign（013）；查产品流程截图请用 013,灵感库,前端设计,本地工具,https://designvault.io; https://screensdesign.com; https://api.screensdesign.com/v1/mcp,通用;browser;mcp;agent-skills,ui截图参考,browser;login;paywall,S,proprietary,metadata-only,2026-09-22T23:36:58Z,,,,,产品UI截图; UX流程,free-tier,medium,,,2026-09-23,flow,alias,013,reference,mobile-ux; ux-flow,flow,web; mobile,browser; provider-mcp,paid,,
125,https://animatedicons.co,AnimatedIcons.co — 4000+ free & premium animated icons (Lottie/SVG),4000+ 动效图标（Lottie/SVG/GIF）免费可商用免署名；要品牌色动效图标时用,工具,前端设计,规范文档,https://animatedicons.co/; https://animatedicons.co/icons; https://animatedicons.co/docs,通用;browser,动效;图标;lottie,browser,S,proprietary,metadata-only,2026-09-22T23:36:58Z,,,,动效密集; 微交互,动效图标; Lottie/SVG/GIF/PNG,free-tier,medium,4000+;recolor,,2026-09-23,asset,active,,discovery-tool,icons; components; motion; microinteraction; asset-marketplace,asset; effect,web; mobile,browser,none,,动效密集; 微交互
126,https://cruxgarden.github.io/plasma-ui/,Plasma UI — liquid glass panels for React (WebGL fuse-on-contact),React 液态玻璃面板库：WebGL 共享等离子体接触融合、折射、网格吸附；要可拖拽融合面板时用,库,前端设计,库代码,npm i @cruxgarden/plasma-ui; https://cruxgarden.github.io/plasma-ui/; https://github.com/CruxGarden/plasma-ui,通用;react,玻璃折射UI;液态面板,node;browser,M,MIT,archived,2026-09-23T02:11:42Z,,,,液态玻璃; 玻璃拟态,液态玻璃面板组件库,free,high,接触融合;WebGL折射;网格吸附;mood材质,,2026-09-23,effect,active,,implementation,visual-effects; components; motion,effect; component,web,browser; local-archive; package,none,液态玻璃; 玻璃拟态,
